Name,Images of Name,True Positives,Percent TP,False Negatives,Percent FN,False positives,Total faces,Percent FP
Marvan_Atapattu,1,0,0.0,1,100.0,472,6688,7.1
Jose_Theodore,2,0,0.0,2,100.0,1771,6688,26.5
Aaron_Sorkin,2,0,0.0,2,100.0,1328,6688,19.9
Brandon_Lloyd,1,0,0.0,1,100.0,664,6688,9.9
Alejandro_Fernandez,1,0,0.0,1,100.0,2108,6688,31.5
David_Myers,2,1,50.0,1,50.0,994,6688,14.9
Shania_Twain,1,0,0.0,1,100.0,858,6688,12.8
Bill_Nelson,2,1,50.0,1,50.0,1363,6688,20.4
Eugene_Melnyk,1,0,0.0,1,100.0,1508,6688,22.5
Todd_Haynes,4,0,0.0,4,100.0,1427,6688,21.3
Milton_Berle,1,0,0.0,1,100.0,707,6688,10.6
Natalie_Stewart,1,1,100.0,0,0.0,1505,6688,22.5
Mike_Carona,1,1,100.0,0,0.0,1564,6688,23.4
Din_Samsudin,1,0,0.0,1,100.0,966,6688,14.4
Michael_Jasny,1,0,0.0,1,100.0,260,6688,3.9
Dennis_Kucinich,7,0,0.0,7,100.0,534,6688,8.0
Juanes,3,3,100.0,0,0.0,2604,6688,38.9
Landon_Donovan,1,0,0.0,1,100.0,2427,6688,36.3
Mehmet_Ali_Sahin,1,0,0.0,1,100.0,1731,6688,25.9
Donatella_Versace,2,0,0.0,2,100.0,1534,6688,22.9
Mario_Kreutzberger,2,1,50.0,1,50.0,301,6688,4.5
Mick_Jagger,5,2,40.0,3,60.0,2149,6688,32.1
